id xcentroid ycentroid sharpness roundness1 roundness2 npix sky peak flux mag
52 629.17 28.35 0.44 -0.36 0.41 25 0.00 684.00 1.66 -0.55
53 785.47 28.25 0.63 -0.19 0.28 25 0.00 1007.00 1.86 -0.68
54 39.93 30.44 0.63 -0.16 -0.20 25 0.00 1195.00 2.30 -0.90
55 145.36 30.30 0.52 -0.62 -0.10 25 0.00 1296.00 2.96 -1.18
56 196.20 29.87 0.58 0.00 0.21 25 0.00 735.00 1.62 -0.52
57 939.99 30.32 0.61 -0.08 0.18 25 0.00 967.00 1.74 -0.60
58 495.41 30.24 0.33 -0.76 0.28 25 0.00 397.00 1.17 -0.17
59 34.81 32.27 0.66 0.32 0.20 25 0.00 2953.00 5.84 -1.92
60 88.38 32.26 0.72 -0.15 -0.01 25 0.00 1091.00 1.94 -0.72
61 375.02 32.44 0.60 -0.17 0.10 25 0.00 2970.00 6.33 -2.00
62 961.03 32.05 0.55 -0.01 -0.07 25 0.00 19729.00 39.01 -3.98
63 14.54 33.26 0.66 0.07 -0.05 25 0.00 2115.00 3.91 -1.48
64 24.18 34.18 0.50 0.54 -0.16 25 0.00 387.00 1.06 -0.06
65 235.00 33.82 0.64 -0.03 0.16 25 0.00 1201.00 2.51 -1.00
66 346.51 33.68 0.60 -0.65 -0.07 25 0.00 14835.00 31.46 -3.74
67 445.62 33.54 0.49 -0.69 -0.06 25 0.00 2005.00 4.40 -1.61
68 554.83 34.09 0.54 0.73 0.16 25 0.00 649.00 1.41 -0.37
69 732.30 33.58 0.62 -0.16 -0.01 25 0.00 572.00 1.02 -0.02
70 920.61 33.92 0.58 -0.05 -0.06 25 0.00 1130.00 2.04 -0.77
71 989.00 34.31 0.58 -0.01 0.04 25 0.00 1471.00 2.86 -1.14
72 17.96 34.99 0.68 -0.17 -0.51 25 0.00 1237.00 1.87 -0.68
73 61.33 34.90 0.49 0.12 -0.15 25 0.00 888.00 1.96 -0.73
74 200.75 34.71 0.49 -0.90 -0.17 25 0.00 308.00 1.01 -0.02
75 570.91 35.48 0.57 -0.50 0.01 25 0.00 1075.00 2.29 -0.90
76 614.52 35.02 0.59 -0.25 -0.24 25 0.00 3123.00 6.25 -1.99
77 911.94 35.42 0.54 -0.05 0.07 25 0.00 1757.00 3.53 -1.37
78 979.13 35.15 0.49 -0.35 -0.04 25 0.00 851.00 1.61 -0.52
79 45.90 36.09 0.61 -0.06 0.03 25 0.00 10003.00 20.97 -3.30
80 109.17 36.47 0.62 0.62 -0.30 25 0.00 572.00 1.15 -0.15
81 147.71 36.00 0.65 -0.88 -0.28 25 0.00 495.00 1.03 -0.03
82 205.18 35.63 0.64 -0.25 0.27 25 0.00 918.00 1.89 -0.69
83 131.54 37.10 0.55 -0.26 0.10 25 0.00 993.00 2.07 -0.79
84 330.95 37.57 0.58 -0.21 0.24 25 0.00 553.00 1.19 -0.19
85 407.43 38.14 0.62 -0.34 -0.21 25 0.00 1111.00 2.46 -0.98
86 695.16 37.75 0.54 0.06 -0.07 25 0.00 759.00 1.63 -0.53
87 958.44 37.96 0.53 0.60 0.33 25 0.00 630.00 1.08 -0.08
88 84.22 38.84 0.61 -0.07 0.10 25 0.00 1106.00 2.27 -0.89
89 106.03 39.61 0.48 0.13 -0.08 25 0.00 469.00 1.01 -0.01
90 340.75 38.66 0.62 0.26 0.02 25 0.00 547.00 1.13 -0.13
91 893.05 38.70 0.46 0.31 -0.18 25 0.00 608.00 1.35 -0.33
92 300.23 39.93 0.60 -0.11 -0.04 25 0.00 7136.00 14.92 -2.93
93 357.19 39.90 0.61 -0.18 -0.03 25 0.00 9966.00 20.87 -3.30
94 771.32 39.91 0.54 -0.13 -0.12 25 0.00 9544.00 19.67 -3.23
95 886.84 39.61 0.55 -0.75 -0.27 25 0.00 6285.00 12.56 -2.75
96 178.47 41.41 0.57 0.36 0.02 25 0.00 3577.00 7.66 -2.21
97 214.73 40.91 0.54 -0.53 -0.10 25 0.00 435.00 1.12 -0.12
98 376.67 41.29 0.72 -0.34 -0.06 25 0.00 627.00 1.18 -0.18
99 64.48 42.34 0.48 -0.38 0.10 25 0.00 629.00 1.40 -0.37
100 140.67 41.76 0.42 0.41 0.50 25 0.00 520.00 1.11 -0.11
101 945.60 42.23 0.46 -0.18 -0.22 25 0.00 582.00 1.18 -0.18
102 1007.47 42.12 0.62 0.46 0.01 25 0.00 747.00 1.30 -0.29
103 153.45 42.72 0.58 0.29 -0.17 25 0.00 801.00 1.70 -0.58
104 196.66 43.27 0.48 0.12 -0.31 25 0.00 384.00 1.08 -0.09
105 364.74 43.42 0.58 -0.55 0.01 25 0.00 4912.00 10.53 -2.56
106 518.16 43.15 0.58 -0.37 -0.13 25 0.00 768.00 1.75 -0.61
107 609.31 43.03 0.58 -0.39 -0.01 25 0.00 430.00 1.13 -0.13
108 666.78 42.76 0.54 -0.47 -0.24 25 0.00 5617.00 11.44 -2.65
109 708.23 43.09 0.58 -0.49 -0.43 25 0.00 702.00 1.43 -0.39
110 935.32 42.73 0.56 -0.09 -0.04 25 0.00 4598.00 8.84 -2.37
111 309.38 44.03 0.62 -0.06 -0.07 25 0.00 55511.00 114.31 -5.15
112 713.86 43.95 0.51 -0.49 -0.10 25 0.00 1378.00 3.03 -1.20
113 86.31 45.65 0.59 -0.53 0.22 25 0.00 487.00 1.02 -0.02
114 187.90 45.21 0.72 -0.26 -0.01 25 0.00 804.00 1.72 -0.59
115 847.64 45.31 0.66 -0.81 -0.84 25 0.00 883.00 1.31 -0.29
116 363.12 45.75 0.65 -0.39 -0.10 25 0.00 1763.00 3.30 -1.30
117 395.73 46.38 0.59 -0.64 -0.14 25 0.00 1019.00 1.93 -0.71
118 851.45 46.00 0.56 -0.17 -0.36 25 0.00 1500.00 2.85 -1.14
119 931.52 45.93 0.58 0.07 -0.22 25 0.00 667.00 1.31 -0.29
120 12.36 47.00 0.57 -0.08 -0.00 25 0.00 705.00 1.70 -0.58
121 264.09 46.67 0.58 -0.22 -0.13 25 0.00 928.00 2.11 -0.81
122 489.49 46.77 0.56 -0.32 -0.12 25 0.00 63652.00 131.08 -5.29
123 335.76 47.91 0.60 -0.50 -0.27 25 0.00 2042.00 4.43 -1.62
124 443.99 47.59 0.61 0.33 0.01 25 0.00 951.00 1.92 -0.71
125 36.69 48.65 0.62 -0.40 0.00 25 0.00 2787.00 5.51 -1.85
126 356.00 49.17 0.58 -0.06 -0.01 25 0.00 34330.00 72.89 -4.66
127 722.46 49.20 0.61 -0.16 -0.16 25 0.00 1873.00 3.91 -1.48
128 19.54 50.01 0.58 0.48 0.32 25 0.00 500.00 1.08 -0.09
129 757.98 49.98 0.70 -0.13 -0.39 25 0.00 700.00 1.28 -0.27
130 36.05 49.80 0.58 -0.99 0.63 25 0.00 1117.00 2.13 -0.82
131 656.80 50.83 0.56 -0.20 -0.05 25 0.00 994.00 2.14 -0.83
132 88.63 51.60 0.51 -0.58 -0.15 25 0.00 524.00 1.13 -0.13
133 617.15 52.21 0.61 -0.09 -0.02 25 0.00 3111.00 6.20 -1.98
134 622.34 52.42 0.60 0.18 -0.21 25 0.00 889.00 1.79 -0.63
135 76.84 52.53 0.42 -0.37 -0.26 25 0.00 549.00 1.37 -0.34
136 218.76 52.90 0.56 0.07 -0.00 25 0.00 46910.00 101.40 -5.02
137 235.90 52.86 0.66 -0.19 0.12 25 0.00 1226.00 2.68 -1.07
138 344.52 52.89 0.69 -0.25 0.04 25 0.00 614.00 1.21 -0.21
139 371.02 52.69 0.53 -0.43 0.05 25 0.00 438.00 1.12 -0.13
140 386.59 52.90 0.59 -0.54 -0.21 25 0.00 1537.00 3.15 -1.25
141 390.46 53.44 0.61 0.30 -0.28 25 0.00 2372.00 4.42 -1.61
142 599.02 52.68 0.60 -0.27 -0.04 25 0.00 2190.00 4.56 -1.65
143 798.80 53.01 0.56 -0.17 -0.04 25 0.00 875.00 1.79 -0.63
144 265.84 55.21 0.58 -0.76 -0.18 25 0.00 1536.00 3.28 -1.29
145 143.92 56.38 0.57 0.17 0.22 25 0.00 1340.00 2.99 -1.19
146 476.49 57.58 0.50 -0.42 0.12 25 0.00 607.00 1.31 -0.29
147 515.81 56.89 0.58 -0.03 -0.15 25 0.00 3976.00 7.94 -2.25
148 646.82 57.12 0.42 -0.12 -0.23 25 0.00 711.00 1.60 -0.51
149 689.81 56.63 0.54 -0.65 -0.25 25 0.00 7003.00 14.07 -2.87
150 462.37 57.65 0.69 -0.55 -0.06 25 0.00 1143.00 2.23 -0.87
151 519.08 57.57 0.54 -0.37 -0.40 25 0.00 1215.00 2.17 -0.84
152 71.03 58.63 0.65 -0.05 0.12 25 0.00 5389.00 11.25 -2.63
153 311.30 59.32 0.59 0.00 0.08 25 0.00 1169.00 2.61 -1.04
154 599.48 59.03 0.49 -0.20 -0.06 25 0.00 541.00 1.22 -0.22
155 159.85 59.78 0.58 0.14 0.05 25 0.00 31406.00 67.41 -4.57
156 280.90 60.45 0.61 -0.21 0.12 25 0.00 4066.00 8.46 -2.32
157 439.64 60.85 0.50 -0.41 -0.04 25 0.00 820.00 1.71 -0.58
158 711.55 60.45 0.46 0.30 -0.05 25 0.00 1265.00 2.61 -1.04
159 750.74 60.75 0.48 0.33 -0.20 25 0.00 555.00 1.32 -0.31
160 339.06 61.76 0.59 -0.15 0.09 25 0.00 3630.00 7.68 -2.21
161 550.60 61.53 0.50 0.36 0.00 25 0.00 5758.00 11.82 -2.68
162 563.47 62.12 0.61 -0.30 -0.01 25 0.00 515.00 1.08 -0.08
163 182.21 63.26 0.58 -0.79 -0.60 25 0.00 628.00 1.38 -0.35
164 221.53 62.95 0.67 -0.27 -0.09 25 0.00 1593.00 3.17 -1.25
165 399.66 62.92 0.51 0.10 -0.21 25 0.00 569.00 1.35 -0.32
166 781.80 62.96 0.46 -0.54 -0.27 25 0.00 532.00 1.24 -0.23
167 154.55 63.68 0.64 0.16 -0.08 25 0.00 852.00 1.58 -0.49
168 330.61 64.00 0.66 -0.42 0.12 25 0.00 1056.00 2.05 -0.78
169 658.06 64.58 0.53 -0.53 -0.02 25 0.00 1163.00 2.51 -1.00
170 68.35 65.29 0.67 0.26 0.02 25 0.00 992.00 2.03 -0.77
171 184.57 65.03 0.61 -0.66 -0.43 25 0.00 2205.00 4.45 -1.62
172 196.74 65.44 0.60 -0.41 0.17 25 0.00 809.00 1.72 -0.59
173 504.68 64.98 0.61 -0.46 -0.08 25 0.00 1016.00 2.19 -0.85
174 923.33 65.48 0.56 0.14 -0.02 25 0.00 20695.00 39.97 -4.00
175 954.67 65.26 0.60 -0.04 0.03 25 0.00 604.00 1.14 -0.15
176 389.54 65.45 0.45 0.48 0.04 25 0.00 2728.00 6.10 -1.96
177 453.31 66.08 0.65 -0.33 -0.18 25 0.00 1939.00 4.07 -1.52
178 697.73 65.58 0.57 -0.78 -0.26 25 0.00 1659.00 3.30 -1.30
179 887.60 65.72 0.56 -0.30 -0.18 25 0.00 1918.00 3.87 -1.47
180 144.57 67.46 0.58 -0.51 0.01 25 0.00 62641.00 131.42 -5.30
181 593.28 66.54 0.56 -0.45 0.01 25 0.00 7250.00 15.55 -2.98
182 621.88 66.84 0.38 -0.09 -0.03 25 0.00 828.00 2.10 -0.80
183 714.80 67.22 0.53 -0.56 -0.09 25 0.00 4562.00 9.86 -2.48
184 730.40 67.14 0.64 -0.21 -0.24 25 0.00 644.00 1.18 -0.18
185 962.81 66.83 0.51 -0.35 -0.26 25 0.00 1260.00 2.49 -0.99
186 327.97 67.68 0.67 -0.04 0.24 25 0.00 629.00 1.31 -0.29
187 996.36 68.02 0.66 0.19 -0.06 25 0.00 840.00 1.44 -0.40
188 371.96 69.31 0.62 -0.21 0.06 25 0.00 5958.00 12.40 -2.73
189 264.36 69.76 0.62 -0.38 -0.03 25 0.00 6264.00 13.17 -2.80
190 689.00 70.08 0.54 -0.35 -0.19 25 0.00 1110.00 2.43 -0.96
191 837.47 70.25 0.57 -0.22 -0.48 25 0.00 456.00 1.01 -0.02
192 243.47 71.31 0.48 -0.31 -0.23 25 0.00 451.00 1.18 -0.18
193 432.33 70.97 0.72 -0.25 -0.15 25 0.00 669.00 1.34 -0.32
194 109.75 71.43 0.54 0.54 0.14 25 0.00 2764.00 5.82 -1.91
195 876.75 73.26 0.49 -0.26 -0.17 25 0.00 6685.00 13.09 -2.79
196 962.83 73.05 0.57 -0.91 -0.83 25 0.00 742.00 1.24 -0.23
197 52.98 73.59 0.70 -0.15 0.32 25 0.00 1894.00 3.41 -1.33
198 391.31 73.47 0.58 -0.44 0.19 25 0.00 1697.00 3.55 -1.38
199 557.91 73.90 0.74 -0.31 -0.22 25 0.00 523.00 1.09 -0.09
200 186.17 75.00 0.60 -0.53 -0.12 25 0.00 1279.00 2.65 -1.06
201 324.98 74.90 0.61 -0.31 0.12 25 0.00 677.00 1.53 -0.47
202 894.90 74.72 0.55 -0.26 0.11 25 0.00 609.00 1.17 -0.17
203 583.80 76.34 0.57 -0.30 -0.22 25 0.00 633.00 1.30 -0.28
204 991.56 75.92 0.57 -0.12 -0.15 25 0.00 2936.00 5.62 -1.87
205 214.39 76.82 0.62 -0.31 -0.04 25 0.00 122546.00 259.45 -6.04
206 282.61 77.36 0.60 0.11 -0.17 25 0.00 1668.00 3.54 -1.37
207 769.19 77.17 0.57 -0.17 -0.08 25 0.00 2487.00 4.98 -1.74
208 951.09 77.18 0.52 0.09 -0.06 25 0.00 3355.00 6.76 -2.07
209 18.90 78.02 0.71 0.25 -0.18 25 0.00 1587.00 2.92 -1.16
210 53.37 77.54 0.60 -0.69 0.07 25 0.00 1663.00 3.40 -1.33
211 182.88 77.46 0.50 0.34 0.39 25 0.00 642.00 1.46 -0.41
212 249.01 78.38 0.66 0.24 0.11 25 0.00 1063.00 2.06 -0.79
213 969.71 78.31 0.41 0.42 0.01 25 0.00 1033.00 2.19 -0.85
214 92.50 79.33 0.62 0.28 -0.06 25 0.00 10150.00 20.82 -3.30
215 145.50 78.82 0.61 -0.40 -0.10 25 0.00 4614.00 9.84 -2.48
216 158.71 79.13 0.53 0.05 0.17 25 0.00 885.00 1.88 -0.68
217 573.71 78.60 0.52 -0.53 -0.16 25 0.00 46112.00 93.50 -4.93
218 85.76 80.80 0.54 -0.58 0.19 25 0.00 1262.00 2.35 -0.93
219 251.12 79.21 0.63 0.68 -0.50 25 0.00 689.00 1.29 -0.28
220 271.28 80.51 0.71 0.38 0.02 25 0.00 958.00 1.77 -0.62
221 932.95 80.16 0.54 -0.54 -0.10 25 0.00 912.00 1.90 -0.70
222 210.53 79.83 0.56 0.95 -0.00 25 0.00 737.00 1.32 -0.30
223 262.21 81.34 0.54 -0.02 -0.09 25 0.00 1834.00 3.79 -1.45
224 411.06 80.42 0.51 -0.17 -0.72 25 0.00 892.00 1.50 -0.44
225 315.67 82.62 0.44 0.71 0.24 25 0.00 612.00 1.43 -0.39
226 941.72 82.02 0.58 -0.38 -0.40 25 0.00 2221.00 4.04 -1.52
227 194.01 83.26 0.64 0.15 0.15 25 0.00 2191.00 4.44 -1.62
228 345.81 83.11 0.55 0.22 -0.05 25 0.00 782.00 1.85 -0.67
229 740.57 83.37 0.57 -0.17 -0.28 25 0.00 2923.00 5.69 -1.89
230 317.45 84.15 0.53 0.40 0.02 25 0.00 653.00 1.44 -0.40
231 39.33 85.44 0.75 -0.71 0.45 25 0.00 725.00 1.15 -0.16
232 130.47 85.45 0.55 0.06 0.14 25 0.00 1892.00 3.98 -1.50
233 415.02 84.57 0.55 -0.05 0.14 25 0.00 2726.00 5.83 -1.91
234 436.27 84.68 0.60 0.03 0.12 25 0.00 964.00 1.98 -0.74
235 464.42 85.01 0.58 -0.69 -0.20 25 0.00 759.00 1.66 -0.55
236 599.52 85.00 0.55 -0.64 -0.25 25 0.00 450.00 1.06 -0.06
237 873.94 84.79 0.55 0.31 -0.15 25 0.00 530.00 1.10 -0.10
238 79.13 85.60 0.60 0.01 0.16 25 0.00 1833.00 4.03 -1.51
239 224.39 86.09 0.64 -0.41 -0.19 25 0.00 1428.00 2.98 -1.19
240 766.09 86.22 0.54 -0.65 -0.23 25 0.00 553.00 1.14 -0.14
241 38.29 87.30 0.76 -0.46 0.19 25 0.00 1276.00 2.22 -0.87
242 105.15 87.10 0.59 0.53 0.48 25 0.00 1555.00 3.13 -1.24
243 213.09 88.51 0.63 0.01 0.15 25 0.00 37920.00 78.47 -4.74
244 309.23 88.33 0.66 0.06 0.10 25 0.00 2296.00 4.67 -1.67
245 663.49 87.69 0.60 -0.30 -0.15 25 0.00 1263.00 2.50 -0.99
246 955.75 88.12 0.49 -0.03 -0.14 25 0.00 895.00 1.85 -0.67
247 724.38 89.55 0.49 0.13 0.11 25 0.00 425.00 1.10 -0.10
248 737.15 89.64 0.52 0.05 0.29 25 0.00 669.00 1.58 -0.49
249 140.33 89.91 0.69 -0.30 -0.06 25 0.00 2043.00 4.11 -1.53
250 167.32 89.59 0.56 -0.45 0.15 25 0.00 1203.00 2.78 -1.11
251 263.52 90.57 0.55 -0.03 0.02 25 0.00 1545.00 3.43 -1.34
252 471.12 89.59 0.58 -0.25 0.04 25 0.00 1778.00 3.68 -1.41
253 797.08 90.43 0.56 -0.24 -0.01 25 0.00 5822.00 11.95 -2.69
254 12.23 91.41 0.68 0.13 0.23 25 0.00 1658.00 3.26 -1.28
255 689.56 90.88 0.73 -0.86 -0.74 25 0.00 647.00 1.09 -0.10
256 98.84 92.30 0.67 -0.35 0.02 25 0.00 2783.00 5.77 -1.90
257 227.11 91.84 0.62 -0.53 0.04 25 0.00 934.00 1.77 -0.62
258 493.51 91.90 0.59 -0.70 -0.32 25 0.00 821.00 1.78 -0.63
259 232.28 92.86 0.67 -0.33 -0.04 25 0.00 19200.00 40.08 -4.01
260 265.47 93.08 0.62 0.04 -0.04 25 0.00 1462.00 2.94 -1.17
261 634.67 92.46 0.41 0.20 0.29 25 0.00 430.00 1.06 -0.06
262 706.09 93.40 0.58 -0.28 0.01 25 0.00 4192.00 8.74 -2.35
263 769.34 92.94 0.56 -0.39 -0.28 25 0.00 768.00 1.82 -0.65
264 212.49 93.46 0.69 0.59 0.55 25 0.00 689.00 1.19 -0.19
265 571.45 93.99 0.57 -0.19 -0.16 25 0.00 15881.00 32.86 -3.79
266 758.93 93.77 0.57 -0.12 -0.18 25 0.00 1493.00 2.90 -1.16
267 958.52 94.47 0.66 -0.47 -0.54 25 0.00 669.00 1.19 -0.19
268 34.60 94.26 0.47 0.60 0.22 25 0.00 634.00 1.60 -0.51
269 163.53 94.91 0.76 -0.61 -0.50 25 0.00 671.00 1.14 -0.15
270 456.79 95.47 0.53 -0.74 -0.27 25 0.00 481.00 1.09 -0.09
271 955.29 95.12 0.60 0.17 -0.17 25 0.00 1132.00 2.26 -0.89
272 347.98 96.16 0.62 -0.46 0.13 25 0.00 1777.00 3.64 -1.40
273 585.72 96.17 0.49 -0.16 -0.08 25 0.00 336039.00 699.49 -7.11
274 638.01 97.05 0.55 -0.54 -0.17 25 0.00 456.00 1.14 -0.14
275 127.89 98.42 0.65 0.79 0.27 25 0.00 949.00 1.86 -0.67
276 307.47 97.80 0.62 -0.62 -0.19 25 0.00 2399.00 5.05 -1.76
277 487.34 98.56 0.44 -0.29 -0.12 25 0.00 295.00 1.05 -0.05
278 728.66 97.47 0.43 0.12 -0.21 25 0.00 1287.00 2.64 -1.05
279 793.29 97.89 0.68 0.23 -0.06 25 0.00 662.00 1.27 -0.26
280 990.04 97.85 0.54 0.21 0.00 25 0.00 3678.00 7.26 -2.15
281 559.27 98.86 0.61 -0.30 -0.05 25 0.00 4278.00 8.90 -2.37
282 930.36 99.02 0.59 -0.39 -0.20 25 0.00 524.00 1.16 -0.16
283 99.05 99.54 0.60 -0.09 0.23 25 0.00 2135.00 4.61 -1.66
284 414.22 100.77 0.66 -0.55 0.43 25 0.00 794.00 1.41 -0.37
285 276.24 100.99 0.63 -0.10 -0.04 25 0.00 28394.00 59.01 -4.43
286 427.77 101.18 0.59 -0.44 0.07 25 0.00 705.00 1.34 -0.32
287 69.09 102.23 0.68 -0.22 0.03 25 0.00 2298.00 4.63 -1.66
288 646.58 101.40 0.55 -0.84 0.10 25 0.00 908.00 2.03 -0.77
289 719.69 102.01 0.51 -0.32 -0.15 25 0.00 1687.00 3.81 -1.45
290 867.70 101.71 0.48 0.18 -0.11 25 0.00 18124.00 36.21 -3.90
291 204.70 103.30 0.68 0.46 -0.08 25 0.00 727.00 1.26 -0.25
292 838.77 103.50 0.54 0.28 -0.20 25 0.00 6085.00 11.67 -2.67
293 265.64 104.24 0.58 -0.20 -0.30 25 0.00 727.00 1.53 -0.46
294 454.99 103.97 0.61 -0.17 -0.04 25 0.00 7705.00 15.75 -2.99
295 613.23 103.76 0.52 -0.03 -0.40 25 0.00 432.00 1.10 -0.10
296 946.29 103.91 0.50 -0.45 0.10 25 0.00 1271.00 2.72 -1.09
297 89.14 104.90 0.54 -0.01 0.24 25 0.00 485.00 1.19 -0.19
298 247.71 105.55 0.45 -0.04 0.07 25 0.00 688.00 1.47 -0.42
299 312.16 105.08 0.63 -0.20 -0.02 25 0.00 4110.00 8.76 -2.36
300 339.74 104.70 0.57 -0.08 0.04 25 0.00 1882.00 4.09 -1.53
301 414.32 105.44 0.60 -0.05 0.00 25 0.00 1780.00 3.64 -1.40
302 565.18 105.52 0.58 -0.11 0.10 25 0.00 4896.00 10.34 -2.54
303 660.99 104.56 0.51 0.04 0.06 25 0.00 18504.00 38.87 -3.97
304 825.05 105.47 0.56 -0.28 -0.02 25 0.00 12320.00 25.02 -3.50
305 909.99 105.38 0.60 -0.65 0.04 25 0.00 402.00 1.03 -0.03
306 452.31 105.97 0.58 0.51 -0.40 25 0.00 1128.00 2.06 -0.78
307 26.88 106.51 0.55 -0.09 0.08 25 0.00 569.00 1.23 -0.22
308 103.89 107.03 0.60 -0.79 -0.23 25 0.00 511.00 1.01 -0.02
309 95.15 107.95 0.64 -0.45 -0.07 25 0.00 1287.00 2.68 -1.07
310 654.39 107.97 0.62 -0.03 -0.23 25 0.00 827.00 1.72 -0.59
311 723.96 107.82 0.68 -0.57 -0.16 25 0.00 684.00 1.11 -0.12
312 861.20 108.45 0.60 -0.21 -0.05 25 0.00 2023.00 3.86 -1.47
313 416.79 108.69 0.67 -0.09 -0.21 25 0.00 685.00 1.44 -0.39
314 476.40 109.54 0.48 -0.84 -0.13 25 0.00 442.00 1.18 -0.18
315 896.06 109.19 0.54 -0.37 -0.12 25 0.00 3359.00 6.86 -2.09
316 188.65 110.18 0.70 0.58 -0.00 25 0.00 668.00 1.15 -0.15
317 370.59 109.94 0.55 0.50 -0.13 25 0.00 498.00 1.23 -0.23
318 74.25 110.97 0.70 0.06 0.00 25 0.00 2854.00 5.70 -1.89
319 395.24 111.33 0.65 -0.90 -0.16 25 0.00 1081.00 2.03 -0.77
320 683.65 111.73 0.43 0.52 0.13 25 0.00 610.00 1.40 -0.36
321 948.97 111.41 0.62 -0.08 0.11 25 0.00 576.00 1.19 -0.19
322 351.05 112.13 0.65 0.00 0.03 25 0.00 505.00 1.05 -0.06
323 793.94 111.83 0.49 -0.38 -0.08 25 0.00 621.00 1.35 -0.33
324 55.20 112.22 0.53 0.36 0.40 25 0.00 1235.00 2.74 -1.10
325 383.20 113.58 0.67 -0.28 -0.00 25 0.00 805.00 1.52 -0.46
